exposure_name	uncalibrated_p_value
example_gene_192	0.836731335109171
example_gene_193	0.562323256732114
example_gene_194	0.8434315396071
example_gene_195	0.561306129479175
example_gene_196	0.824290748278978
example_gene_197	0.998179904091221
example_gene_198	0.948319089321602
example_gene_199	0.942985824020809
example_gene_200	0.990413730156125
example_gene_201	0.577248747577981
example_gene_202	0.990509230231078
example_gene_203	0.986112922323811
example_gene_204	0.498863060292215
example_gene_205	0.998380730782767
example_gene_206	0.778230605133044
example_gene_207	0.993657232336886
example_gene_208	0.989996758975226
example_gene_209	0.978446262239798
example_gene_210	0.80698816076353
example_gene_211	0.836763611214928
example_gene_212	0.310788508955136
example_gene_213	0.998320988196742
example_gene_214	0.940330278575489
example_gene_215	0.986576877910177
example_gene_216	0.949012182559507
example_gene_217	0.971057788907448
example_gene_218	0.987740732529698
example_gene_219	0.91065591154751
example_gene_220	0.916033249228807
example_gene_221	0.965217765660321
example_gene_222	0.913530383606166
example_gene_223	0.925996717386391
example_gene_224	0.976539841766948
example_gene_225	0.977036364735992
example_gene_226	0.582096533259224
example_gene_227	0.96654809570244
example_gene_228	0.875717895750157
example_gene_229	0.861244207411458
example_gene_230	0.723404896800563
example_gene_231	0.846440687991156
example_gene_232	0.927788471812925
example_gene_233	0.499803059148204
example_gene_234	0.996411967183816
example_gene_235	0.885023498759611
example_gene_236	0.931944349858906
example_gene_237	0.992443392183497
example_gene_238	0.894689849242382
example_gene_239	0.943756478194696
example_gene_240	0.904318167389391
example_gene_241	0.940998636927196
example_gene_242	0.988280734551703
example_gene_243	0.418828085180619
example_gene_244	0.869424845327975
example_gene_245	0.1539614498198
example_gene_246	0.924158798166195
example_gene_247	0.842705934751644
example_gene_248	0.989719673400926
example_gene_249	0.998048276968019
example_gene_250	0.891843604291422
example_gene_251	0.811498008421672
example_gene_252	0.982372313060252
example_gene_253	0.986771139803015
example_gene_254	0.798330455600624
example_gene_255	0.939363692085755
example_gene_256	0.981729547113358
example_gene_257	0.986055164806828
example_gene_258	0.963686319504446
example_gene_259	0.952316330131861
example_gene_260	0.962713442765549
example_gene_261	0.993015140787816
example_gene_262	0.689120322690954
example_gene_263	0.892747193377346
example_gene_264	0.952814502911513
example_gene_265	0.935751767042853
example_gene_266	0.988794937569346
example_gene_267	0.970252284164954
example_gene_268	0.963521722414192
example_gene_269	0.899154346648584
example_gene_270	0.995714477074935
example_gene_271	0.733146926066092
example_gene_272	0.85832911441102
example_gene_273	0.960697171207823
example_gene_274	0.960087964580233
example_gene_275	0.807897538443715
example_gene_276	0.469692299425169
example_gene_277	0.975723533990052
example_gene_278	0.99273579739276
example_gene_279	0.955792377228658
example_gene_280	0.974010237850889
example_gene_281	0.749076370125347
example_gene_282	0.701609079271838
example_gene_283	0.994188934997504
example_gene_284	0.933194033717147
example_gene_285	0.899832369301637
example_gene_286	0.987439641664979
example_gene_287	0.980810571964047
example_gene_288	0.973840795955418
example_gene_289	0.844389794503549
example_gene_290	0.903491559249355
example_gene_291	0.981999890985998
example_gene_292	0.89600326487409
example_gene_293	0.995792158263836
example_gene_294	0.979554978457275
example_gene_295	0.960986685765992
example_gene_296	0.941206708469634
example_gene_297	0.969524431847089
example_gene_298	0.967728785784348
example_gene_299	0.428537627782585
example_gene_300	0.960774929666067
example_gene_301	0.837381224960574
example_gene_302	0.700237074596689
example_gene_303	0.950526386545844
example_gene_304	0.906110726844234
example_gene_305	0.890410533027293
example_gene_306	0.318158908996512
example_gene_307	0.684637603060073
example_gene_308	0.819412068516984
example_gene_309	0.892733444435639
example_gene_310	0.542140481853196
example_gene_311	0.967058146097606
example_gene_312	0.940567134244034
example_gene_313	0.999580009269146
example_gene_314	0.835935749604903
example_gene_315	0.988120264765381
example_gene_316	0.991692550492599
example_gene_317	0.904937269902545
example_gene_318	0.964459632693873
example_gene_319	0.723116194655344
example_gene_320	0.885875151774361
example_gene_321	0.998205939008423
example_gene_322	0.681757021930549
example_gene_323	0.951898583510658
example_gene_324	0.992125212426752
example_gene_325	0.749598710596391
example_gene_326	0.988782416818482
example_gene_327	0.963931891876565
example_gene_328	0.696891838753985
example_gene_329	0.982071922064427
example_gene_330	0.847761313153164
example_gene_331	0.692758105095435
example_gene_332	0.957862486126764
example_gene_333	0.989795842538241
example_gene_334	0.98031051893398
example_gene_335	0.879947750389386
example_gene_336	0.874333556652087
example_gene_337	0.920737506727134
example_gene_338	0.917660799885841
example_gene_339	0.978354997082464
example_gene_340	0.948543356986386
example_gene_341	0.543543095200645
example_gene_342	0.992874455568976
example_gene_343	0.969571640688359
example_gene_344	0.934325843798329
example_gene_345	0.944150246272417
example_gene_346	0.925386986930436
example_gene_347	0.967393265008545
example_gene_348	0.987436501756446
example_gene_349	0.998959443661146
example_gene_350	0.776937684048409
example_gene_351	0.998481156802886
example_gene_352	0.976924674499035
example_gene_353	0.945668503538785
example_gene_354	0.921597898252274
example_gene_355	0.785469452011177
example_gene_356	0.987807018130678
example_gene_357	0.946405732726297
example_gene_358	0.885757002103052
example_gene_359	0.970756996536082
example_gene_360	0.283155862222675
example_gene_361	0.999025422950021
example_gene_362	0.975116699017838
example_gene_363	0.996273902548034
example_gene_364	0.887461932622554
example_gene_365	0.949225155770322
example_gene_366	0.942240555366735
example_gene_367	0.999693795249278
example_gene_368	0.865628817704484
example_gene_369	0.899576176811172
example_gene_370	0.965273322817612
example_gene_371	0.981973290921491
example_gene_372	0.788653229262629
example_gene_373	0.269848252774045
example_gene_374	0.970603613186825
example_gene_375	0.987969252864477
example_gene_376	0.937033691988361
example_gene_377	0.999273478011643
example_gene_378	0.949755260635508
example_gene_379	0.930724420194944
example_gene_380	0.986662069219173
example_gene_381	0.998506423474867
example_gene_382	0.971335293093914
example_gene_383	0.910214768275725
example_gene_384	0.991010811094604
example_gene_385	0.987675876397712
example_gene_386	0.948308851556917
example_gene_387	0.994797406623095
example_gene_388	0.808160857045201
example_gene_389	0.984992523065825
example_gene_390	0.901087300143975
example_gene_391	0.883499427117089
example_gene_392	0.827088172971921
example_gene_393	0.971546503903908
example_gene_394	0.991086743598332
example_gene_395	0.946987084052885
example_gene_396	0.985554421723463
example_gene_397	0.99786655834118
example_gene_398	0.859383950763018
example_gene_399	0.987361721800253
example_gene_400	0.95793236506544
example_gene_401	0.99838362549091
example_gene_402	0.957993349688454
example_gene_403	0.999603895168298
example_gene_404	0.987858500067542
example_gene_405	0.989605082664563
example_gene_406	0.762806467333545
example_gene_407	0.895902565084355
example_gene_408	0.949987280238827
example_gene_409	0.953763115657212
example_gene_410	0.989883379965217
example_gene_411	0.934000223365419
example_gene_412	0.929723017937004
example_gene_413	0.96932143651991
example_gene_414	0.759586796191491
example_gene_415	0.982032538451897
example_gene_416	0.90943153841469
example_gene_417	0.952411065528634
example_gene_418	0.958003510637934
example_gene_419	0.983849763916526
example_gene_420	0.579243022630677
example_gene_421	0.747436443688913
example_gene_422	0.991889584409842
example_gene_423	0.994576972479305
example_gene_424	0.993825783800059
example_gene_425	0.928291464000981
example_gene_426	0.803047961141835
example_gene_427	0.899143699038359
example_gene_428	0.976272692380534
example_gene_429	0.329788155790674
example_gene_430	0.947144142928015
example_gene_431	0.883529198709212
example_gene_432	0.611866862625143
example_gene_433	0.637425641409694
example_gene_434	0.971075381574247
example_gene_435	0.954886488084871
example_gene_436	0.946878938773792
example_gene_437	0.171913114711055
example_gene_438	0.864204868468903
example_gene_439	0.91418869901012
example_gene_440	0.846515670214524
example_gene_441	0.945000550820322
example_gene_442	0.91001215125599
example_gene_443	0.42005156743976
example_gene_444	0.949689976467814
example_gene_445	0.957941707699371
example_gene_446	0.921885157329643
example_gene_447	0.967169931900839
example_gene_448	0.949855961652775
example_gene_449	0.976119971134646
example_gene_450	0.61220656480402
example_gene_451	0.961057658657336
example_gene_452	0.993590543472035
example_gene_453	0.982898102426887
example_gene_454	0.926464780958943
example_gene_455	0.95662458595339
example_gene_456	0.689254473900031
example_gene_457	0.965107827647569
example_gene_458	0.945993002322572
example_gene_459	0.830996124578876
example_gene_460	0.998253942850316
example_gene_461	0.775594821637615
example_gene_462	0.609403114117291
example_gene_463	0.983400641932972
example_gene_464	0.997259538482766
example_gene_465	0.979871860244037
example_gene_466	0.964416916970904
example_gene_467	0.924850088308664
example_gene_468	0.988605749553061
example_gene_469	0.974508531970908
example_gene_470	0.906428369759809
example_gene_471	0.837673514281438
example_gene_472	0.816801657324038
example_gene_473	0.87531611315684
example_gene_474	0.957396287578633
example_gene_475	0.322408254159884
example_gene_476	0.967249938116731
example_gene_477	0.840515281405203
example_gene_478	0.710434368723213
example_gene_479	0.489763392834836
example_gene_480	0.924382414617632
example_gene_481	0.970260136278306
example_gene_482	0.450817204275283
example_gene_483	0.968222065382342
example_gene_484	0.953260752851774
example_gene_485	0.9496309455216
example_gene_486	0.863660988102784
example_gene_487	0.953991285743358
example_gene_488	0.942239937272912
example_gene_489	0.860607907359085
example_gene_490	0.928735892387857
example_gene_491	0.861982427846548
example_gene_492	0.936773953769643
example_gene_493	0.548222122986396
example_gene_494	0.189338047421268
example_gene_495	0.978061881546071
example_gene_496	0.774528905634577
example_gene_497	0.376257914560541
example_gene_498	0.803372572853829
example_gene_499	0.994187943608896
example_gene_500	0.787156755793499
example_gene_501	0.897868693619585
example_gene_502	0.690119033460385
example_gene_503	0.999177522670217
example_gene_504	0.932960512664896
example_gene_505	0.886578091598809
example_gene_506	0.982727786978974
example_gene_507	0.980411317061252
example_gene_508	0.99120526059111
example_gene_509	0.746804713341588
example_gene_510	0.965761221426169
example_gene_511	0.988737646844373
example_gene_512	0.676769108661333
example_gene_513	0.944230400114067
example_gene_514	0.856129008925786
example_gene_515	0.639873581719035
example_gene_516	0.983999687265113
example_gene_517	0.985112260999254
example_gene_518	0.972469321831592
example_gene_519	0.99732760824456
example_gene_520	0.958352722965605
example_gene_521	0.98714111756093
example_gene_522	0.308134442361187
example_gene_523	0.854973779725555
example_gene_524	0.98717840010812
example_gene_525	0.990193562478817
example_gene_526	0.976640757448898
example_gene_527	0.707764363549205
example_gene_528	0.864169966012077
example_gene_529	0.717850113166608
example_gene_530	0.885230748991036
example_gene_531	0.983543286388585
example_gene_532	0.706667568425816
example_gene_533	0.894977648881754
example_gene_534	0.983768226097402
example_gene_535	0.988649517674348
example_gene_536	0.930921062880187
example_gene_537	0.668439731178297
example_gene_538	0.984088039511732
example_gene_539	0.990156922850983
example_gene_540	0.863990283484928
example_gene_541	0.980647560413768
example_gene_542	0.145601579462563
example_gene_543	0.941214611204405
example_gene_544	0.427391819419156
example_gene_545	0.670456717653039
example_gene_546	0.969046862921553
example_gene_547	0.996580383441448
example_gene_548	0.832942857618158
example_gene_549	0.957017081695695
example_gene_550	0.841911250805813
example_gene_551	0.982417770862065
example_gene_552	0.935366495266131
example_gene_553	0.664857910821954
example_gene_554	0.918042230379982
example_gene_555	0.795073940879404
example_gene_556	0.981880499742836
example_gene_557	0.972234747625072
example_gene_558	0.949979596211183
example_gene_559	0.856116848559356
example_gene_560	0.95034363928171
example_gene_561	0.855978476443274
example_gene_562	0.776152788037593
example_gene_563	0.873853666745146
example_gene_564	0.283041354212962
example_gene_565	0.96750503962868
example_gene_566	0.978963796954679
example_gene_567	0.962060964079642
example_gene_568	0.98597723911909
example_gene_569	0.961031634546382
example_gene_570	0.800467642123698
example_gene_571	0.982423701568623
example_gene_572	0.874708140981793
example_gene_573	0.996280489637844
example_gene_574	0.987390812615788
example_gene_575	0.720236359125178
example_gene_576	0.840837782734559
example_gene_577	0.935078757835482
example_gene_578	0.978342587470852
example_gene_579	0.909745298595095
example_gene_580	0.940662742862623
example_gene_581	0.956517726908121
example_gene_582	0.993893043796518
example_gene_583	0.988201564405077
example_gene_584	0.272256049571888
example_gene_585	0.678407263980351
example_gene_586	0.987736948366289
example_gene_587	0.977819974703152
example_gene_588	0.831908241883571
example_gene_589	0.821689815615097
example_gene_590	0.965944822110441
example_gene_591	0.974516370617322
example_gene_592	0.967664419608476
example_gene_593	0.971783788968436
example_gene_594	0.889278133444408
example_gene_595	0.449184521856615
example_gene_596	0.924244025963159
example_gene_597	0.930656875768568
example_gene_598	0.920480901410384
example_gene_599	0.977131202419376
example_gene_600	0.907182925129504
example_gene_601	0.916379804208545
example_gene_602	0.565381134298108
example_gene_603	0.999472507376633
example_gene_604	0.912524701500273
example_gene_605	0.855073640707505
example_gene_606	0.974830499063842
example_gene_607	0.892888821621594
example_gene_608	0.906344738610862
example_gene_609	0.975483234009517
example_gene_610	0.846589725110362
example_gene_611	0.931898006030948
example_gene_612	0.508670382821254
example_gene_613	0.949567854988677
example_gene_614	0.977004216611034
example_gene_615	0.991036617774028
example_gene_616	0.987857712237719
example_gene_617	0.944359396919304
example_gene_618	0.531387646587288
example_gene_619	0.970589227544936
example_gene_620	0.669280243557476
example_gene_621	0.776850580068238
example_gene_622	0.990878791497471
example_gene_623	0.989115954484031
example_gene_624	0.962949416964315
example_gene_625	0.942460614124049
example_gene_626	0.953997418841414
example_gene_627	0.947240947960577
example_gene_628	0.963385224683696
example_gene_629	0.849818974742043
example_gene_630	0.983373344085465
example_gene_631	0.954221007905655
example_gene_632	0.95969352116025
example_gene_633	0.992900678632978
example_gene_634	0.960882614688143
example_gene_635	0.789545744698751
example_gene_636	0.205499869013698
example_gene_637	0.777700257127548
example_gene_638	0.942119508463511
example_gene_639	0.737228973787523
example_gene_640	0.929632582988764
example_gene_641	0.689699451950488
example_gene_642	0.519347586310071
example_gene_643	0.988883329403145
example_gene_644	0.777442216000737
example_gene_645	0.966494838448184
example_gene_646	0.986557365238209
example_gene_647	0.979844732699789
example_gene_648	0.735780039412688
example_gene_649	0.560094221285463
example_gene_650	0.978623242890195
example_gene_651	0.679706345360491
example_gene_652	0.870482929453818
example_gene_653	0.934474471211201
example_gene_654	0.947724628738415
example_gene_655	0.979378529257758
example_gene_656	0.975392414381649
example_gene_657	0.740147407800443
example_gene_658	0.931741366636692
example_gene_659	0.825420718200947
example_gene_660	0.605986703788547
example_gene_661	0.861890964502514
example_gene_662	0.927787733668384
example_gene_663	0.931050330136356
example_gene_664	0.98280456102402
example_gene_665	0.91117412193668
example_gene_666	0.937555147095115
example_gene_667	0.988223942425628
example_gene_668	0.979694500645869
example_gene_669	0.994918253132958
example_gene_670	0.890646806894174
example_gene_671	0.979100316363462
example_gene_672	0.885585512723116
example_gene_673	0.95314190028221
example_gene_674	0.963217896646019
example_gene_675	0.957799016322084
example_gene_676	0.942208353580168
example_gene_677	0.990962479031757
example_gene_678	0.679472181228881
example_gene_679	0.9959632143286
example_gene_680	0.754696122270096
example_gene_681	0.932713160327774
example_gene_682	0.800476399232435
example_gene_683	0.756065305925141
example_gene_684	0.54746282583166
example_gene_685	0.945319591134818
example_gene_686	0.947651164822343
example_gene_687	0.922413240394223
example_gene_688	0.744754816724601
example_gene_689	0.707180818129662
example_gene_690	0.980815339975361
example_gene_691	0.976008776054057
example_gene_692	0.827842520587644
example_gene_693	0.966145018542068
example_gene_694	0.58481723196195
example_gene_695	0.817255768955625
example_gene_696	0.795602693160043
example_gene_697	0.953047300170426
example_gene_698	0.989413819929794
example_gene_699	0.949245816102892
example_gene_700	0.969459153706247
example_gene_701	0.928330376255053
example_gene_702	0.855143884153015
example_gene_703	0.950289058409091
example_gene_704	0.916670991676446
example_gene_705	0.93133957944559
example_gene_706	0.951556500824261
example_gene_707	0.297448182086151
example_gene_708	0.879104433206778
example_gene_709	0.882057040381982
example_gene_710	0.986912627080114
example_gene_711	0.949504172807791
example_gene_712	0.753625173443401
example_gene_713	0.982953896001633
example_gene_714	0.994237526422977
example_gene_715	0.947506954836366
example_gene_716	0.974032309018228
example_gene_717	0.514562391448325
example_gene_718	0.836947711458581
example_gene_719	0.925447710815908
example_gene_720	0.96023083336928
example_gene_721	0.994465392671892
example_gene_722	0.992067128022658
example_gene_723	0.98111181120701
example_gene_724	0.970897413913173
example_gene_725	0.998548863900939
example_gene_726	0.933891017007805
example_gene_727	0.995759679536615
example_gene_728	0.960899848486265
example_gene_729	0.670184488497872
example_gene_730	0.989834099384942
example_gene_731	0.985155976426958
example_gene_732	0.998794809458476
example_gene_733	0.865296251008127
example_gene_734	0.958124316307641
example_gene_735	0.996178505181549
example_gene_736	0.960504581396705
example_gene_737	0.980256911942853
example_gene_738	0.74264116338112
example_gene_739	0.905146289305106
example_gene_740	0.3735294717783
example_gene_741	0.915034778086034
example_gene_742	0.865010350569882
example_gene_743	0.979106214941204
example_gene_744	0.761096804248426
example_gene_745	0.903673203882556
example_gene_746	0.788362550087193
example_gene_747	0.95134073059721
example_gene_748	0.794647980574325
example_gene_749	0.764720958248125
example_gene_750	0.786780176605492
example_gene_751	0.981144221236144
example_gene_752	0.646459193617154
example_gene_753	0.891825120379709
example_gene_754	0.81377263159356
example_gene_755	0.901018704162505
example_gene_756	0.973425062279636
example_gene_757	0.94707949860194
example_gene_758	0.779687398824529
example_gene_759	0.820064246433677
example_gene_760	0.844816291469784
example_gene_761	0.951416896594983
example_gene_762	0.909449796318675
example_gene_763	0.802687214495132
example_gene_764	0.823560031083499
example_gene_765	0.980420006369266
example_gene_766	0.619608350196007
example_gene_767	0.970223211978874
example_gene_768	0.784240524609115
example_gene_769	0.909531195954321
example_gene_770	0.989469233485828
example_gene_771	0.988756337505435
example_gene_772	0.961646193642863
example_gene_773	0.174554577920329
example_gene_774	0.954905834087257
example_gene_775	0.87213056836749
example_gene_776	0.97826804666445
example_gene_777	0.839375400678543
example_gene_778	0.9656664942037
example_gene_779	0.854896364132026
example_gene_780	0.943221106986567
example_gene_781	0.993630193081685
example_gene_782	0.908950799799663
example_gene_783	0.994371587947058
example_gene_784	0.957548475559305
example_gene_785	0.850537595232208
example_gene_786	0.904516501273214
example_gene_787	0.997081504993138
example_gene_788	0.928643447368052
example_gene_789	0.970036397101326
example_gene_790	0.857776527332037
example_gene_791	0.9277005348678
example_gene_792	0.965981288542341
example_gene_793	0.977220405577289
example_gene_794	0.91659344608645
example_gene_795	0.968292838290595
example_gene_796	0.783772245560054
example_gene_797	0.978668864627573
example_gene_798	0.990072512390391
example_gene_799	0.977741360301248
example_gene_800	0.916785893519357
example_gene_801	0.627484725475845
example_gene_802	0.825319558977157
example_gene_803	0.987948185084532
example_gene_804	0.842399160903612
example_gene_805	0.991108031843594
example_gene_806	0.962845848994286
example_gene_807	0.993547582862247
example_gene_808	0.478069198803794
example_gene_809	0.948751544408043
example_gene_810	0.965092874059073
example_gene_811	0.863152100364166
example_gene_812	0.992478851972439
example_gene_813	0.950767310665944
example_gene_814	0.987389012406972
example_gene_815	0.990416924016952
example_gene_816	0.965453681967394
example_gene_817	0.950301481607765
example_gene_818	0.983312013603487
example_gene_819	0.912720208972637
example_gene_820	0.976176926929134
example_gene_821	0.99413589209615
example_gene_822	0.976886925240741
example_gene_823	0.067226859508396
example_gene_824	0.977685124009052
example_gene_825	0.982550775164606
example_gene_826	0.914768916412986
example_gene_827	0.984052027281255
example_gene_828	0.734862391469561
example_gene_829	0.933875408558691
example_gene_830	0.949076286462655
example_gene_831	0.99154883803954
example_gene_832	0.988267188033994
example_gene_833	0.973118102946584
example_gene_834	0.833338744766179
example_gene_835	0.959205344893257
example_gene_836	0.828003003105571
example_gene_837	0.805888424868843
example_gene_838	0.990399344507692
example_gene_839	0.926905531071034
example_gene_840	0.965011618806931
example_gene_841	0.945194093194549
example_gene_842	0.901164102577545
example_gene_843	0.96184216989479
example_gene_844	0.995983318033223
example_gene_845	0.990380687672518
example_gene_846	0.9503653703866
example_gene_847	0.77265789245242
example_gene_848	0.946240628717829
example_gene_849	0.993449266063333
example_gene_850	0.990574761522906
example_gene_851	0.880696296492272
example_gene_852	0.978745917208673
example_gene_853	0.980978742377656
example_gene_854	0.795901716266581
example_gene_855	0.994129490038438
example_gene_856	0.98637289217131
example_gene_857	0.919761699525147
example_gene_858	0.988998985346175
example_gene_859	0.854121140232929
example_gene_860	0.903427414756994
example_gene_861	0.788990490467012
example_gene_862	0.99792167485551
example_gene_863	0.970713751653414
example_gene_864	0.981625081897178
example_gene_865	0.854687007548089
example_gene_866	0.95466086961595
example_gene_867	0.801119785636918
example_gene_868	0.998093196526073
example_gene_869	0.913481866850855
example_gene_870	0.947235229087065
example_gene_871	0.73453226840958
example_gene_872	0.908808794755577
example_gene_873	0.987956630035704
example_gene_874	0.154276596432373
example_gene_875	0.783785509754092
example_gene_876	0.684179497844292
example_gene_877	0.925966391024198
example_gene_878	0.900062433570179
example_gene_879	0.985963024183944
example_gene_880	0.76689764986789
example_gene_881	0.517453651869023
example_gene_882	0.996563364535086
example_gene_883	0.807934346134151
example_gene_884	0.971137661583071
example_gene_885	0.997765181187721
example_gene_886	0.991200815711578
example_gene_887	0.92755294016406
example_gene_888	0.970734912235372
example_gene_889	0.851643097061823
example_gene_890	0.934549293768029
example_gene_891	0.795504264466255
example_gene_892	0.974054104962676
example_gene_893	0.9966198357824
example_gene_894	0.916616261822579
example_gene_895	0.948514515833139
example_gene_896	0.99302341861486
example_gene_897	0.975266981235593
example_gene_898	0.975349771630768
example_gene_899	0.974253981268285
example_gene_900	0.996062422122923
example_gene_901	0.971379832697396
example_gene_902	0.92073418470821
example_gene_903	0.757860447222829
example_gene_904	0.958496481331811
example_gene_905	0.968040745062443
example_gene_906	0.913256326357421
example_gene_907	0.828393618937851
example_gene_908	0.977590499808263
example_gene_909	0.94488309177303
example_gene_910	0.808111114368232
example_gene_911	0.958117890528622
example_gene_912	0.573498796815975
example_gene_913	0.973485828051435
example_gene_914	0.967048151129228
example_gene_915	0.789218590997483
example_gene_916	0.70859662032212
example_gene_917	0.65379846510969
example_gene_918	0.986015948152609
example_gene_919	0.728411394108203
example_gene_920	0.926890196486181
example_gene_921	0.963144915629772
example_gene_922	0.947448221100607
example_gene_923	0.558690347027945
example_gene_924	0.930618826619207
example_gene_925	0.575784102500222
example_gene_926	0.812816811162059
example_gene_927	0.694970039097749
example_gene_928	0.982412133848557
example_gene_929	0.953166135258281
example_gene_930	0.984036101051958
example_gene_931	0.931386899135819
