FID	IID	PHENO
outcome_fid_145	outcome_iid_145	0.8014109043829323
outcome_fid_146	outcome_iid_146	-0.4348787752577727
outcome_fid_147	outcome_iid_147	-0.6701400000473837
outcome_fid_148	outcome_iid_148	0.4885983971755535
outcome_fid_149	outcome_iid_149	0.057377188721367794
outcome_fid_150	outcome_iid_150	0.19971847648096339
outcome_fid_151	outcome_iid_151	1.6471658034481744
outcome_fid_152	outcome_iid_152	-0.23967020703778297
outcome_fid_153	outcome_iid_153	-2.3807066585070755
outcome_fid_154	outcome_iid_154	-0.08400847933805562
outcome_fid_155	outcome_iid_155	2.2350919925119834
outcome_fid_156	outcome_iid_156	-1.3777192460515468
outcome_fid_157	outcome_iid_157	-0.7790725215792164
outcome_fid_158	outcome_iid_158	0.5490867911806747
outcome_fid_159	outcome_iid_159	0.6752072780597729
outcome_fid_160	outcome_iid_160	-0.5338180122693804
outcome_fid_161	outcome_iid_161	-0.43454264968468176
outcome_fid_162	outcome_iid_162	-1.0548587279800008
outcome_fid_163	outcome_iid_163	-0.8222963201873109
outcome_fid_164	outcome_iid_164	-1.017684215284159
outcome_fid_165	outcome_iid_165	1.097977621726018
outcome_fid_166	outcome_iid_166	-0.5322984540275779
outcome_fid_167	outcome_iid_167	-1.3782703476303193
outcome_fid_168	outcome_iid_168	-1.4241001734178516
outcome_fid_169	outcome_iid_169	-0.42915299618905134
outcome_fid_170	outcome_iid_170	0.5082882389216031
outcome_fid_171	outcome_iid_171	-2.949278124020125
outcome_fid_172	outcome_iid_172	-1.6592516269757718
outcome_fid_173	outcome_iid_173	-0.16822209000372312
outcome_fid_174	outcome_iid_174	-0.7692540721409861
outcome_fid_175	outcome_iid_175	1.6825028511068976
outcome_fid_176	outcome_iid_176	-2.291636309085986
outcome_fid_177	outcome_iid_177	1.205093045015773
outcome_fid_178	outcome_iid_178	-0.7401531851188763
outcome_fid_179	outcome_iid_179	1.5361945729896491
outcome_fid_180	outcome_iid_180	0.3386007032061862
outcome_fid_181	outcome_iid_181	-1.4510875938757983
outcome_fid_182	outcome_iid_182	1.0506456293836537
outcome_fid_183	outcome_iid_183	0.04363365631363709
outcome_fid_184	outcome_iid_184	-1.031698178443105
outcome_fid_185	outcome_iid_185	0.20432944264366074
outcome_fid_186	outcome_iid_186	-0.6394637812468619
outcome_fid_187	outcome_iid_187	-0.8124235935275551
outcome_fid_188	outcome_iid_188	-0.7863466170835316
outcome_fid_189	outcome_iid_189	1.105196900637543
outcome_fid_190	outcome_iid_190	1.1762259039030807
outcome_fid_191	outcome_iid_191	0.44988093290562775
outcome_fid_192	outcome_iid_192	1.4429063272572844
outcome_fid_193	outcome_iid_193	-0.1664177517223107
outcome_fid_194	outcome_iid_194	-0.7673395589559281
outcome_fid_195	outcome_iid_195	-0.7202507776824693
outcome_fid_196	outcome_iid_196	1.3560773542598754
outcome_fid_197	outcome_iid_197	0.3037852008198808
outcome_fid_198	outcome_iid_198	-0.368450042264961
outcome_fid_199	outcome_iid_199	0.03311709246486049
outcome_fid_200	outcome_iid_200	0.06213343859065762
outcome_fid_201	outcome_iid_201	-0.48684945608643515
outcome_fid_202	outcome_iid_202	0.45928311485443374
outcome_fid_203	outcome_iid_203	1.6307301519491788
outcome_fid_204	outcome_iid_204	-0.8260945175871542
outcome_fid_205	outcome_iid_205	-0.27310726979187383
outcome_fid_206	outcome_iid_206	1.1694571513909187
outcome_fid_207	outcome_iid_207	-0.022318217998107372
outcome_fid_208	outcome_iid_208	0.28322073135684417
outcome_fid_209	outcome_iid_209	-0.4473254457533438
outcome_fid_210	outcome_iid_210	1.1625910031988957
outcome_fid_211	outcome_iid_211	-1.5212072323191554
outcome_fid_212	outcome_iid_212	-0.3074157352415073
outcome_fid_213	outcome_iid_213	1.175421890547357
outcome_fid_214	outcome_iid_214	0.5490457842260866
outcome_fid_215	outcome_iid_215	-0.8642883766578571
outcome_fid_216	outcome_iid_216	-0.55455586437855
outcome_fid_217	outcome_iid_217	-0.6305726908898339
outcome_fid_218	outcome_iid_218	0.4274645280400004
outcome_fid_219	outcome_iid_219	-2.168754830286881
outcome_fid_220	outcome_iid_220	1.25279708470612
outcome_fid_221	outcome_iid_221	0.5815831806991211
outcome_fid_222	outcome_iid_222	2.439773164218256
outcome_fid_223	outcome_iid_223	-1.05435725808767
outcome_fid_224	outcome_iid_224	0.970107330000359
outcome_fid_225	outcome_iid_225	1.6447617371000376
outcome_fid_226	outcome_iid_226	-0.7929159572077622
outcome_fid_227	outcome_iid_227	-0.3860954024538895
outcome_fid_228	outcome_iid_228	-0.10595385961627628
outcome_fid_229	outcome_iid_229	-0.37214473312578494
outcome_fid_230	outcome_iid_230	-0.8966136751461468
outcome_fid_231	outcome_iid_231	0.18483871699327448
outcome_fid_232	outcome_iid_232	0.5173039752739375
outcome_fid_233	outcome_iid_233	-1.2639270816883426
outcome_fid_234	outcome_iid_234	-0.48813415821178785
outcome_fid_235	outcome_iid_235	1.9557048681251163
outcome_fid_236	outcome_iid_236	2.118744865316069
outcome_fid_237	outcome_iid_237	1.7046520237037113
outcome_fid_238	outcome_iid_238	0.6602772855138335
outcome_fid_239	outcome_iid_239	0.0846048670283113
outcome_fid_240	outcome_iid_240	-1.0366912266902126
outcome_fid_241	outcome_iid_241	0.47650875379699564
outcome_fid_242	outcome_iid_242	-0.25293056565438204
outcome_fid_243	outcome_iid_243	-0.26865141925363467
outcome_fid_244	outcome_iid_244	-0.18611499095915618
outcome_fid_245	outcome_iid_245	0.08075343725852245
outcome_fid_246	outcome_iid_246	-0.26940462838801305
outcome_fid_247	outcome_iid_247	0.12821670440937494
outcome_fid_248	outcome_iid_248	1.056693629322485
outcome_fid_249	outcome_iid_249	1.2938480032154402
outcome_fid_250	outcome_iid_250	1.4647655720620534
outcome_fid_251	outcome_iid_251	0.38684948274835174
outcome_fid_252	outcome_iid_252	-1.4742576660056472
outcome_fid_253	outcome_iid_253	0.4539467242648874
outcome_fid_254	outcome_iid_254	-0.07695787977929097
outcome_fid_255	outcome_iid_255	0.3177009498508244
outcome_fid_256	outcome_iid_256	0.17769086123959063
outcome_fid_257	outcome_iid_257	0.9307083072121184
outcome_fid_258	outcome_iid_258	0.40351794487296816
outcome_fid_259	outcome_iid_259	0.07538751285534147
outcome_fid_260	outcome_iid_260	-1.0110028478265016
outcome_fid_261	outcome_iid_261	-1.552764472921085
outcome_fid_262	outcome_iid_262	0.08030671774345621
outcome_fid_263	outcome_iid_263	-0.941722262731177
outcome_fid_264	outcome_iid_264	-1.6815720212871372
outcome_fid_265	outcome_iid_265	-0.6980775311594513
outcome_fid_266	outcome_iid_266	0.47441113692347936
outcome_fid_267	outcome_iid_267	1.0977151903896207
outcome_fid_268	outcome_iid_268	-0.1413114353052827
outcome_fid_269	outcome_iid_269	-0.6728189271436054
outcome_fid_270	outcome_iid_270	0.3013901684485437
outcome_fid_271	outcome_iid_271	-0.8687342538093148
outcome_fid_272	outcome_iid_272	1.186213669503466
outcome_fid_273	outcome_iid_273	1.1327933122554406
outcome_fid_274	outcome_iid_274	0.29437530109342214
outcome_fid_275	outcome_iid_275	-1.028668592985591
outcome_fid_276	outcome_iid_276	-0.7237445706431511
outcome_fid_277	outcome_iid_277	-0.334243950379554
outcome_fid_278	outcome_iid_278	0.7284455231727885
outcome_fid_279	outcome_iid_279	1.1608243075501103
outcome_fid_280	outcome_iid_280	-0.4457775721126162
outcome_fid_281	outcome_iid_281	-0.07704535068785494
outcome_fid_282	outcome_iid_282	1.3395075186791412
outcome_fid_283	outcome_iid_283	-0.909310822236579
outcome_fid_284	outcome_iid_284	0.30212480812769527
outcome_fid_285	outcome_iid_285	0.0496895189603521
outcome_fid_286	outcome_iid_286	-0.4537650376111165
outcome_fid_287	outcome_iid_287	1.5814137074021934
outcome_fid_288	outcome_iid_288	-0.7457683716539386
outcome_fid_289	outcome_iid_289	0.12868672199724865
outcome_fid_290	outcome_iid_290	-0.6321327794937149
outcome_fid_291	outcome_iid_291	0.7904009113378309
outcome_fid_292	outcome_iid_292	-0.8066405001906319
outcome_fid_293	outcome_iid_293	-1.3918541806296247
outcome_fid_294	outcome_iid_294	-2.1017104266054054
outcome_fid_295	outcome_iid_295	0.07796382288000539
outcome_fid_296	outcome_iid_296	-1.1144016535506056
outcome_fid_297	outcome_iid_297	-1.314678920277985
outcome_fid_298	outcome_iid_298	1.0519116868022778
outcome_fid_299	outcome_iid_299	-0.30054339651252615
outcome_fid_300	outcome_iid_300	-1.7483324586985132
outcome_fid_301	outcome_iid_301	1.0066710282090992
outcome_fid_302	outcome_iid_302	0.3766239778398846
outcome_fid_303	outcome_iid_303	1.910979033031608
outcome_fid_304	outcome_iid_304	0.2528091262477708
outcome_fid_305	outcome_iid_305	0.22590017158080516
outcome_fid_306	outcome_iid_306	-1.1319774057010379
outcome_fid_307	outcome_iid_307	-1.4111822420815767
outcome_fid_308	outcome_iid_308	-0.2251011244032027
outcome_fid_309	outcome_iid_309	-0.031627533396382156
outcome_fid_310	outcome_iid_310	-1.7761065960606128
outcome_fid_311	outcome_iid_311	0.7656445177182869
outcome_fid_312	outcome_iid_312	1.2043998502418207
outcome_fid_313	outcome_iid_313	1.501891664531811
outcome_fid_314	outcome_iid_314	0.4022981921241301
outcome_fid_315	outcome_iid_315	2.3552229578277375
outcome_fid_316	outcome_iid_316	0.524110156590668
outcome_fid_317	outcome_iid_317	0.16812472898324235
outcome_fid_318	outcome_iid_318	-0.46089541121953187
outcome_fid_319	outcome_iid_319	-0.6504584829332037
outcome_fid_320	outcome_iid_320	-0.36719991461595747
outcome_fid_321	outcome_iid_321	1.040821049226167
outcome_fid_322	outcome_iid_322	1.520052013905459
outcome_fid_323	outcome_iid_323	-0.18342212589321466
outcome_fid_324	outcome_iid_324	-0.4961357147881822
outcome_fid_325	outcome_iid_325	0.3941190505956142
outcome_fid_326	outcome_iid_326	0.04599227115449725
outcome_fid_327	outcome_iid_327	-0.20959151110427682
outcome_fid_328	outcome_iid_328	0.6382745669863643
outcome_fid_329	outcome_iid_329	0.3396748290867199
outcome_fid_330	outcome_iid_330	1.6903768133333936
outcome_fid_331	outcome_iid_331	-1.0551634346448762
outcome_fid_332	outcome_iid_332	0.736543833886231
outcome_fid_333	outcome_iid_333	0.34600847083113656
outcome_fid_334	outcome_iid_334	-1.970399401849608
outcome_fid_335	outcome_iid_335	0.6448019412091436
outcome_fid_336	outcome_iid_336	2.2553815508562542
outcome_fid_337	outcome_iid_337	0.36138065969146077
outcome_fid_338	outcome_iid_338	-0.7495252499978966
outcome_fid_339	outcome_iid_339	-0.6131841268529445
outcome_fid_340	outcome_iid_340	-0.3255533594387793
outcome_fid_341	outcome_iid_341	-2.1263654243396015
outcome_fid_342	outcome_iid_342	-0.28802436962413314
outcome_fid_343	outcome_iid_343	-0.6996753824431204
outcome_fid_344	outcome_iid_344	-0.5263337178749156
outcome_fid_345	outcome_iid_345	-0.4361558840004601
outcome_fid_346	outcome_iid_346	0.6594989759942678
outcome_fid_347	outcome_iid_347	-0.8325218777733159
outcome_fid_348	outcome_iid_348	-0.03443216712966915
outcome_fid_349	outcome_iid_349	-0.6607022501859592
outcome_fid_350	outcome_iid_350	0.7065640201373435
outcome_fid_351	outcome_iid_351	-0.8224677883922805
outcome_fid_352	outcome_iid_352	0.033624497710640786
outcome_fid_353	outcome_iid_353	-0.21864259654241794
outcome_fid_354	outcome_iid_354	-0.8306478777764145
outcome_fid_355	outcome_iid_355	-1.3989280917955491
outcome_fid_356	outcome_iid_356	1.0685990075656024
outcome_fid_357	outcome_iid_357	-0.3579218406028751
outcome_fid_358	outcome_iid_358	-0.5691151594789947
outcome_fid_359	outcome_iid_359	0.146465233782468
outcome_fid_360	outcome_iid_360	-1.2973441287983354
outcome_fid_361	outcome_iid_361	0.7347776176864973
outcome_fid_362	outcome_iid_362	-0.1406515927194658
outcome_fid_363	outcome_iid_363	-1.674385313887472
outcome_fid_364	outcome_iid_364	0.05039849372317708
outcome_fid_365	outcome_iid_365	-1.276585320105486
outcome_fid_366	outcome_iid_366	0.7690236135373137
outcome_fid_367	outcome_iid_367	0.1700048725720073
outcome_fid_368	outcome_iid_368	-0.9866392355828202
outcome_fid_369	outcome_iid_369	1.3681836292102079
outcome_fid_370	outcome_iid_370	-0.33546101757325214
outcome_fid_371	outcome_iid_371	-1.032663364533324
outcome_fid_372	outcome_iid_372	-0.35816817659738465
outcome_fid_373	outcome_iid_373	0.3781068375531526
outcome_fid_374	outcome_iid_374	-0.3227563793717891
outcome_fid_375	outcome_iid_375	-1.1115599059908332
outcome_fid_376	outcome_iid_376	-0.02298044995528363
outcome_fid_377	outcome_iid_377	2.378610768267287
outcome_fid_378	outcome_iid_378	2.1635797481179004
outcome_fid_379	outcome_iid_379	2.2336482755745672
outcome_fid_380	outcome_iid_380	-2.287076426716403
outcome_fid_381	outcome_iid_381	0.6594791319284251
outcome_fid_382	outcome_iid_382	-0.2095341363382305
outcome_fid_383	outcome_iid_383	-0.5772519511795315
outcome_fid_384	outcome_iid_384	-0.45900813417885644
outcome_fid_385	outcome_iid_385	0.9556316018336874
outcome_fid_386	outcome_iid_386	0.48157314916255123
outcome_fid_387	outcome_iid_387	1.2742132071463619
outcome_fid_388	outcome_iid_388	-1.1256531518021795
outcome_fid_389	outcome_iid_389	-0.9903047476376147
outcome_fid_390	outcome_iid_390	-0.6461263979708888
outcome_fid_391	outcome_iid_391	-0.9506467481576656
outcome_fid_392	outcome_iid_392	0.4840747522457341
outcome_fid_393	outcome_iid_393	-1.2697304176889443
outcome_fid_394	outcome_iid_394	0.04407178521816258
outcome_fid_395	outcome_iid_395	-2.596413778676073
outcome_fid_396	outcome_iid_396	-0.2922596835233541
outcome_fid_397	outcome_iid_397	0.39456134839778956
outcome_fid_398	outcome_iid_398	0.47150997306229536
outcome_fid_399	outcome_iid_399	0.8164958526556653
outcome_fid_400	outcome_iid_400	0.8475269827566085
outcome_fid_401	outcome_iid_401	-0.39891918235467155
outcome_fid_402	outcome_iid_402	-0.45896428567619746
outcome_fid_403	outcome_iid_403	0.05673371770876301
outcome_fid_404	outcome_iid_404	0.45339625358627195
outcome_fid_405	outcome_iid_405	-1.4322422927575262
outcome_fid_406	outcome_iid_406	0.4620296992989079
outcome_fid_407	outcome_iid_407	-0.5744100304664211
outcome_fid_408	outcome_iid_408	-0.03475136326559047
outcome_fid_409	outcome_iid_409	-0.27301694729736176
outcome_fid_410	outcome_iid_410	-0.4498888319902354
outcome_fid_411	outcome_iid_411	-1.3269586258095727
outcome_fid_412	outcome_iid_412	-0.45791535229996005
outcome_fid_413	outcome_iid_413	-0.6355213027233627
outcome_fid_414	outcome_iid_414	0.03546910795581454
outcome_fid_415	outcome_iid_415	-0.14163418366774136
outcome_fid_416	outcome_iid_416	-1.2921874343812898
outcome_fid_417	outcome_iid_417	-0.8809064703773702
outcome_fid_418	outcome_iid_418	-1.7476833673466927
outcome_fid_419	outcome_iid_419	-0.5835937935192252
outcome_fid_420	outcome_iid_420	-1.6805708540935467
outcome_fid_421	outcome_iid_421	-1.870858532181168
outcome_fid_422	outcome_iid_422	0.1721553283241743
outcome_fid_423	outcome_iid_423	-1.451466136278257
outcome_fid_424	outcome_iid_424	-1.4921467003293771
outcome_fid_425	outcome_iid_425	-1.5384075616343476
outcome_fid_426	outcome_iid_426	0.5454270598176815
outcome_fid_427	outcome_iid_427	-1.321474433959957
outcome_fid_428	outcome_iid_428	-0.919181440846001
outcome_fid_429	outcome_iid_429	0.9396474846660332
outcome_fid_430	outcome_iid_430	0.20727431611796118
outcome_fid_431	outcome_iid_431	-1.074221364969255
outcome_fid_432	outcome_iid_432	0.38955292980992534
outcome_fid_433	outcome_iid_433	-0.09760130137265802
outcome_fid_434	outcome_iid_434	-0.42001929029849616
outcome_fid_435	outcome_iid_435	-1.2746827567273031
outcome_fid_436	outcome_iid_436	-0.2186961616980735
outcome_fid_437	outcome_iid_437	-1.352755459438265
outcome_fid_438	outcome_iid_438	-0.6160108412360776
outcome_fid_439	outcome_iid_439	-0.19130348971789796
outcome_fid_440	outcome_iid_440	0.0653236706328458
outcome_fid_441	outcome_iid_441	1.8750550718449819
outcome_fid_442	outcome_iid_442	0.5274620787764474
outcome_fid_443	outcome_iid_443	1.2798476886078012
outcome_fid_444	outcome_iid_444	0.47399558318943263
outcome_fid_445	outcome_iid_445	1.1261018281350903
outcome_fid_446	outcome_iid_446	0.6846798138507029
outcome_fid_447	outcome_iid_447	-0.3292585605261547
outcome_fid_448	outcome_iid_448	-1.0005302970594472
outcome_fid_449	outcome_iid_449	0.9759532337575496
outcome_fid_450	outcome_iid_450	-0.7157930844287042
outcome_fid_451	outcome_iid_451	0.25346753898976876
outcome_fid_452	outcome_iid_452	0.33733082642936774
outcome_fid_453	outcome_iid_453	-0.5776039763710294
outcome_fid_454	outcome_iid_454	1.797976478259504
outcome_fid_455	outcome_iid_455	1.398325521166128
outcome_fid_456	outcome_iid_456	-0.06671749480533498
outcome_fid_457	outcome_iid_457	0.6412728535209108
outcome_fid_458	outcome_iid_458	-0.8114215211052355
outcome_fid_459	outcome_iid_459	-0.4725885726255183
outcome_fid_460	outcome_iid_460	-0.6571459752794487
outcome_fid_461	outcome_iid_461	-0.6733598998271788
outcome_fid_462	outcome_iid_462	0.33274052299785456
outcome_fid_463	outcome_iid_463	0.3620242998859349
outcome_fid_464	outcome_iid_464	1.5234135940903164
outcome_fid_465	outcome_iid_465	-1.3731830717047908
outcome_fid_466	outcome_iid_466	0.43556033067441646
outcome_fid_467	outcome_iid_467	1.3170838810244159
outcome_fid_468	outcome_iid_468	0.18533278355795382
outcome_fid_469	outcome_iid_469	-1.066011303689427
outcome_fid_470	outcome_iid_470	-2.2850398879637828
outcome_fid_471	outcome_iid_471	-0.05911250943845581
outcome_fid_472	outcome_iid_472	-1.9377813324157658
outcome_fid_473	outcome_iid_473	-0.5765081482889416
outcome_fid_474	outcome_iid_474	-0.7409414149424557
outcome_fid_475	outcome_iid_475	0.4809048449848167
outcome_fid_476	outcome_iid_476	0.45203658480631126
outcome_fid_477	outcome_iid_477	-0.9162200351363756
outcome_fid_478	outcome_iid_478	-0.6086131000138255
outcome_fid_479	outcome_iid_479	-0.07062498872635169
outcome_fid_480	outcome_iid_480	-0.3241596747508348
outcome_fid_481	outcome_iid_481	-1.5078074031008966
outcome_fid_482	outcome_iid_482	1.2798039035609243
outcome_fid_483	outcome_iid_483	0.49374240277972276
outcome_fid_484	outcome_iid_484	-0.07327973449408125
outcome_fid_485	outcome_iid_485	-1.2227639637012544
outcome_fid_486	outcome_iid_486	0.3525687073021199
outcome_fid_487	outcome_iid_487	-2.422107654023303
outcome_fid_488	outcome_iid_488	-0.27066503831256994
outcome_fid_489	outcome_iid_489	0.9236207244259546
outcome_fid_490	outcome_iid_490	1.5587655765182578
outcome_fid_491	outcome_iid_491	0.8967989473904469
outcome_fid_492	outcome_iid_492	-0.4204687910995514
outcome_fid_493	outcome_iid_493	0.8751020052324038
outcome_fid_494	outcome_iid_494	1.8042743032377346
outcome_fid_495	outcome_iid_495	0.827527583487402
outcome_fid_496	outcome_iid_496	0.9506814895384573
outcome_fid_497	outcome_iid_497	-1.0272968521433596
outcome_fid_498	outcome_iid_498	1.4345890015706455
outcome_fid_499	outcome_iid_499	-0.7304624870217861
outcome_fid_500	outcome_iid_500	0.019052736308013372
outcome_fid_501	outcome_iid_501	1.3461546209376432
outcome_fid_502	outcome_iid_502	0.7404232559115015
outcome_fid_503	outcome_iid_503	-1.368302709376095
outcome_fid_504	outcome_iid_504	-0.8249581366692873
outcome_fid_505	outcome_iid_505	-1.722503322595862
outcome_fid_506	outcome_iid_506	-0.9037221256741588
outcome_fid_507	outcome_iid_507	-0.3054436615464101
outcome_fid_508	outcome_iid_508	1.707181214633781
outcome_fid_509	outcome_iid_509	-0.3395154427340469
outcome_fid_510	outcome_iid_510	1.3353897754665895
