exposure_name	uncalibrated_p_value	calibrated_p_value
example_gene_278	0.99273579739276	0.8765259428850883
example_gene_279	0.955792377228658	0.6431756783820372
example_gene_280	0.974010237850889	0.7366886740949206
example_gene_281	0.749076370125347	0.1794313167953982
example_gene_282	0.701609079271838	0.1327907575846562
example_gene_283	0.994188934997504	0.8920806952497158
example_gene_284	0.933194033717147	0.5523258962336721
example_gene_285	0.899832369301637	0.44763853896086847
example_gene_286	0.987439641664979	0.8285263864861225
example_gene_287	0.980810571964047	0.7795311220819667
example_gene_288	0.973840795955418	0.7356921049670625
example_gene_289	0.844389794503549	0.320161659446143
example_gene_290	0.903491559249355	0.4578467539046546
example_gene_291	0.981999890985998	0.7876945171476006
example_gene_292	0.89600326487409	0.4372399195693148
example_gene_293	0.995792158263836	0.911227397045595
example_gene_294	0.979554978457275	0.7711549538826482
example_gene_295	0.960986685765992	0.6674647776286384
example_gene_296	0.941206708469634	0.5821964012704962
example_gene_297	0.969524431847089	0.711261548740767
example_gene_298	0.967728785784348	0.7015917046300226
example_gene_299	0.428537627782585	0.015813301176731923
example_gene_300	0.960774929666067	0.6664430727505019
example_gene_301	0.837381224960574	0.30698474261657205
example_gene_302	0.700237074596689	0.13161606581835797
example_gene_303	0.950526386545844	0.6200416811616107
example_gene_304	0.906110726844234	0.465323076967359
example_gene_305	0.890410533027293	0.42254695317368657
example_gene_306	0.318158908996512	0.004607905759498189
example_gene_307	0.684637603060073	0.11887047461274773
example_gene_308	0.819412068516984	0.2755911056991224
example_gene_309	0.892733444435639	0.42858016038574226
example_gene_310	0.542140481853196	0.04275434077382747
example_gene_311	0.967058146097606	0.6980477121523321
example_gene_312	0.940567134244034	0.5797278642394742
example_gene_313	0.999580009269146	0.9781711672490183
example_gene_314	0.835935749604903	0.3043348996879967
example_gene_315	0.988120264765381	0.8341344678328704
example_gene_316	0.991692550492599	0.8661397884263033
example_gene_317	0.904937269902545	0.4619556217179962
example_gene_318	0.964459632693873	0.6846405813915126
example_gene_319	0.723116194655344	0.15241867932118938
example_gene_320	0.885875151774361	0.41104126195060464
example_gene_321	0.998205939008423	0.9471066075331867
example_gene_322	0.681757021930549	0.11663550204772247
example_gene_323	0.951898583510658	0.62593715934384
example_gene_324	0.992125212426752	0.8703777968737586
example_gene_325	0.749598710596391	0.1800154952704903
example_gene_326	0.988782416818482	0.8397230294315081
example_gene_327	0.963931891876565	0.6819778362305213
example_gene_328	0.696891838753985	0.12878908188008434
example_gene_329	0.982071922064427	0.788196528018887
example_gene_330	0.847761313153164	0.32670084936338145
example_gene_331	0.692758105095435	0.12536745122067441
example_gene_332	0.957862486126764	0.6526682357702677
example_gene_333	0.989795842538241	0.848554259519365
example_gene_334	0.98031051893398	0.7761665600821726
example_gene_335	0.879947750389386	0.3965258565793812
example_gene_336	0.874333556652087	0.38329311052627757
example_gene_337	0.920737506727134	0.5099272109038631
example_gene_338	0.917660799885841	0.5001161221742308
example_gene_339	0.978354997082464	0.7633641871961669
example_gene_340	0.948543356986386	0.6116770540525239
example_gene_341	0.543543095200645	0.043230828543098
example_gene_342	0.992874455568976	0.8779513933451292
example_gene_343	0.969571640688359	0.7115194497219917
example_gene_344	0.934325843798329	0.5564115851448751
example_gene_345	0.944150246272417	0.5937604252871962
example_gene_346	0.925386986930436	0.5252296629442377
example_gene_347	0.967393265008545	0.6998141863134177
example_gene_348	0.987436501756446	0.8285008194919121
example_gene_349	0.998959443661146	0.9620406072781797
example_gene_350	0.776937684048409	0.21307109452802425
example_gene_351	0.998481156802886	0.9522058433257894
example_gene_352	0.976924674499035	0.7543305311150297
example_gene_353	0.945668503538785	0.5998603321382124
example_gene_354	0.921597898252274	0.5127148656832143
example_gene_355	0.785469452011177	0.22445766176304668
example_gene_356	0.987807018130678	0.8315368800983898
example_gene_357	0.946405732726297	0.6028567999104649
example_gene_358	0.885757002103052	0.4107462509048152
example_gene_359	0.970756996536082	0.7180593833248208
example_gene_360	0.283155862222675	0.0028586880287127894
example_gene_361	0.999025422950021	0.9635262594155148
example_gene_362	0.975116699017838	0.7432724777320336
example_gene_363	0.996273902548034	0.9175346286525932
example_gene_364	0.887461932622554	0.4150263150747218
example_gene_365	0.949225155770322	0.6145327124722607
example_gene_366	0.942240555366735	0.5862195390271964
example_gene_367	0.999693795249278	0.9819990728033308
example_gene_368	0.865628817704484	0.36370407867586735
example_gene_369	0.899576176811172	0.4469338909217841
example_gene_370	0.965273322817612	0.6887850292699607
example_gene_371	0.981973290921491	0.7875093570740687
example_gene_372	0.788653229262629	0.22884785514067849
example_gene_373	0.269848252774045	0.0023486060806996454
example_gene_374	0.970603613186825	0.7172060441888211
example_gene_375	0.987969252864477	0.8328786138885033
example_gene_376	0.937033691988361	0.5663601143243484
example_gene_377	0.999273478011643	0.9695063829383193
example_gene_378	0.949755260635508	0.6167675772037733
example_gene_379	0.930724420194944	0.5435536964678732
example_gene_380	0.986662069219173	0.8222760875177816
example_gene_381	0.998506423474867	0.9526915569615139
example_gene_382	0.971335293093914	0.7212961224690422
example_gene_383	0.910214768275725	0.4773351644565347
example_gene_384	0.991010811094604	0.8596433070831188
example_gene_385	0.987675876397712	0.8304578455604215
example_gene_386	0.948308851556917	0.6106996616133585
example_gene_387	0.994797406623095	0.8990594021978294
example_gene_388	0.808160857045201	0.2575368477800961
example_gene_389	0.984992523065825	0.8093639956456358
example_gene_390	0.901087300143975	0.4511090203359502
example_gene_391	0.883499427117089	0.4051541727717832
example_gene_392	0.827088172971921	0.28859910535986394
example_gene_393	0.971546503903908	0.7224860355871181
example_gene_394	0.991086743598332	0.8603565033663909
example_gene_395	0.946987084052885	0.6052359533596228
example_gene_396	0.985554421723463	0.813636860841745
example_gene_397	0.99786655834118	0.9412268185456801
example_gene_398	0.859383950763018	0.35030259608547815
example_gene_399	0.987361721800253	0.8278927213678576
example_gene_400	0.95793236506544	0.6529928704627648
example_gene_401	0.99838362549091	0.9503600824651235
example_gene_402	0.957993349688454	0.653276414228842
example_gene_403	0.999603895168298	0.97893725831572
example_gene_404	0.987858500067542	0.8319618243643779
example_gene_405	0.989605082664563	0.8468646485596536
example_gene_406	0.762806467333545	0.19536103126329227
example_gene_407	0.895902565084355	0.436970248423101
example_gene_408	0.949987280238827	0.6177498030065408
example_gene_409	0.953763115657212	0.6340950818245581
example_gene_410	0.989883379965217	0.8493340400910874
example_gene_411	0.934000223365419	0.5552318382303804
example_gene_412	0.929723017937004	0.5400509455864201
example_gene_413	0.96932143651991	0.7101547813004383
example_gene_414	0.759586796191491	0.19151634164462267
example_gene_415	0.982032538451897	0.7879219385860617
example_gene_416	0.90943153841469	0.47501398440346665
example_gene_417	0.952411065528634	0.6281622550429651
example_gene_418	0.958003510637934	0.6533236776438032
example_gene_419	0.983849763916526	0.8008834141328782
example_gene_420	0.579243022630677	0.05687173043593098
example_gene_421	0.747436443688913	0.1776081464274461
example_gene_422	0.991889584409842	0.8680581613663945
example_gene_423	0.994576972479305	0.8964947667115968
example_gene_424	0.993825783800059	0.8880571516011428
example_gene_425	0.928291464000981	0.5350964417675634
example_gene_426	0.803047961141835	0.24970856120345872
example_gene_427	0.899143699038359	0.4457473125543372
example_gene_428	0.976272692380534	0.7502981802210184
example_gene_429	0.329788155790674	0.005340456813822312
example_gene_430	0.947144142928015	0.6058811963854489
example_gene_431	0.883529198709212	0.40522736690820355
example_gene_432	0.611866862625143	0.07219964857195692
example_gene_433	0.637425641409694	0.08643626531814286
example_gene_434	0.971075381574247	0.7198375670716537
example_gene_435	0.954886488084871	0.639095262243401
example_gene_436	0.946878938773792	0.6047922787150154
example_gene_437	0.171913114711055	0.00037763318260240146
example_gene_438	0.864204868468903	0.3606018202892274
example_gene_439	0.91418869901012	0.4893289896690353
example_gene_440	0.846515670214524	0.3242693464348916
example_gene_441	0.945000550820322	0.5971650370129461
example_gene_442	0.91001215125599	0.4767333656628486
example_gene_443	0.42005156743976	0.014545520091321918
example_gene_444	0.949689976467814	0.6164916518274495
example_gene_445	0.957941707699371	0.6530362945253521
example_gene_446	0.921885157329643	0.5136499568427354
example_gene_447	0.967169931900839	0.6986359728005989
example_gene_448	0.949855961652775	0.6171935773683521
example_gene_449	0.976119971134646	0.7493610507891937
example_gene_450	0.61220656480402	0.07237533208066022
example_gene_451	0.961057658657336	0.6678078484112646
example_gene_452	0.993590543472035	0.8855022013976147
example_gene_453	0.982898102426887	0.7940197435394978
example_gene_454	0.926464780958943	0.5288625715670384
example_gene_455	0.95662458595339	0.6469632182249014
example_gene_456	0.689254473900031	0.12252826217824846
example_gene_457	0.965107827647569	0.6879382161440313
example_gene_458	0.945993002322572	0.6011764396206194
example_gene_459	0.830996124578876	0.29544869903813376
example_gene_460	0.998253942850316	0.9479725199915614
example_gene_461	0.775594821637615	0.21132772873908448
example_gene_462	0.609403114117291	0.07093588901186047
example_gene_463	0.983400641932972	0.7976226711794482
example_gene_464	0.997259538482766	0.9315645953769384
example_gene_465	0.979871860244037	0.7732465452116637
example_gene_466	0.964416916970904	0.6844243254885638
example_gene_467	0.924850088308664	0.5234322400331558
example_gene_468	0.988605749553061	0.8382185843718278
example_gene_469	0.974508531970908	0.7396371498856331
example_gene_470	0.906428369759809	0.46623966284215146
example_gene_471	0.837673514281438	0.3075233368519864
example_gene_472	0.816801657324038	0.2712976829452505
example_gene_473	0.87531611315684	0.3855740610235001
example_gene_474	0.957396287578633	0.6505095635146685
example_gene_475	0.322408254159884	0.004865994029194256
example_gene_476	0.967249938116731	0.6990575999582226
example_gene_477	0.840515281405203	0.31280893658026354
example_gene_478	0.710434368723213	0.14056386952438177
example_gene_479	0.489763392834836	0.027732764163684816
example_gene_480	0.924382414617632	0.521873155802001
example_gene_481	0.970260136278306	0.7153028412188047
example_gene_482	0.450817204275283	0.019555102174506848
example_gene_483	0.968222065382342	0.7042214637868327
example_gene_484	0.953260752851774	0.6318799933770558
example_gene_485	0.9496309455216	0.6162423243533753
example_gene_486	0.863660988102784	0.35942424300768144
example_gene_487	0.953991285743358	0.6351054025581606
example_gene_488	0.942239937272912	0.586217121494306
example_gene_489	0.860607907359085	0.35288805422993413
example_gene_490	0.928735892387857	0.536627994827202
example_gene_491	0.861982427846548	0.3558152192293797
example_gene_492	0.936773953769643	0.5653949903003587
example_gene_493	0.548222122986396	0.044851202817429214
example_gene_494	0.189338047421268	0.000557598840267649
example_gene_495	0.978061881546071	0.7614912110104399
example_gene_496	0.774528905634577	0.2099531530339844
example_gene_497	0.376257914560541	0.009202067255988645
example_gene_498	0.803372572853829	0.2501988326209298
example_gene_499	0.994187943608896	0.8920695740365755
example_gene_500	0.787156755793499	0.2267745734038448
example_gene_501	0.897868693619585	0.4422704047259522
example_gene_502	0.690119033460385	0.12322373233577298
example_gene_503	0.999177522670217	0.9671104297206315
example_gene_504	0.932960512664896	0.5514881033755179
example_gene_505	0.886578091598809	0.41280133786729495
example_gene_506	0.982727786978974	0.7928092948503755
example_gene_507	0.980411317061252	0.7768416594527967
example_gene_508	0.99120526059111	0.8614747472015649
example_gene_509	0.746804713341588	0.17691021559123069
example_gene_510	0.965761221426169	0.6912932462717041
example_gene_511	0.988737646844373	0.8393408387146042
example_gene_512	0.676769108661333	0.11284948682154321
example_gene_513	0.944230400114067	0.5940801068538275
example_gene_514	0.856129008925786	0.3435218681313114
example_gene_515	0.639873581719035	0.08791319815433199
example_gene_516	0.983999687265113	0.8019807240530089
example_gene_517	0.985112260999254	0.8102686215065326
example_gene_518	0.972469321831592	0.7277349643864175
example_gene_519	0.99732760824456	0.9326024390756726
example_gene_520	0.958352722965605	0.6549516542774587
example_gene_521	0.98714111756093	0.8261077080680356
example_gene_522	0.308134442361187	0.0040406501077681544
example_gene_523	0.854973779725555	0.34114792565106217
example_gene_524	0.98717840010812	0.8264084533558602
example_gene_525	0.990193562478817	0.8521202059685637
example_gene_526	0.976640757448898	0.7525682078596654
example_gene_527	0.707764363549205	0.13817203277181536
example_gene_528	0.864169966012077	0.36052613033153785
example_gene_529	0.717850113166608	0.14739509370478565
example_gene_530	0.885230748991036	0.40943509314482096
example_gene_531	0.983543286388585	0.798654063253303
example_gene_532	0.706667568425816	0.13719968951176337
example_gene_533	0.894977648881754	0.4345022802668482
example_gene_534	0.983768226097402	0.8002885009455765
example_gene_535	0.988649517674348	0.8385903746634803
example_gene_536	0.930921062880187	0.5442451521121925
example_gene_537	0.668439731178297	0.1067580998949284
example_gene_538	0.984088039511732	0.8026294947702222
example_gene_539	0.990156922850983	0.8517891913619275
example_gene_540	0.863990283484928	0.3601367316938791
example_gene_541	0.980647560413768	0.7784300425717656
example_gene_542	0.145601579462563	0.00019343358067715153
example_gene_543	0.941214611204405	0.5822269995559509
example_gene_544	0.427391819419156	0.015637271370867276
example_gene_545	0.670456717653039	0.10820714849459216
example_gene_546	0.969046862921553	0.7086633742419114
example_gene_547	0.996580383441448	0.9217183011122068
example_gene_548	0.832942857618158	0.2989199086509924
example_gene_549	0.957017081695695	0.6487627680716621
example_gene_550	0.841911250805813	0.31543842747587353
example_gene_551	0.982417770862065	0.790619432220124
example_gene_552	0.935366495266131	0.560205542756908
example_gene_553	0.664857910821954	0.10422497553656102
example_gene_554	0.918042230379982	0.5013193175138753
example_gene_555	0.795073940879404	0.23794382302307507
example_gene_556	0.981880499742836	0.7868643957529996
example_gene_557	0.972234747625072	0.7263929036300627
example_gene_558	0.949979596211183	0.6177172338531607
example_gene_559	0.856116848559356	0.3434967909141024
example_gene_560	0.95034363928171	0.6192632585676565
example_gene_561	0.855978476443274	0.3432115712783975
example_gene_562	0.776152788037593	0.21205052421663342
example_gene_563	0.873853666745146	0.38218435604773304
example_gene_564	0.283041354212962	0.002853966820206499
example_gene_565	0.96750503962868	0.7004053468116304
example_gene_566	0.978963796954679	0.7672915924514423
example_gene_567	0.962060964079642	0.6726921198644744
example_gene_568	0.98597723911909	0.8168997569574413
example_gene_569	0.961031634546382	0.6676820153364309
example_gene_570	0.800467642123698	0.24584336279634952
example_gene_571	0.982423701568623	0.7906611640126064
example_gene_572	0.874708140981793	0.3841609681162984
example_gene_573	0.996280489637844	0.9176230644293866
example_gene_574	0.987390812615788	0.828129099819489
example_gene_575	0.720236359125178	0.14965338507234005
example_gene_576	0.840837782734559	0.31341446104891335
example_gene_577	0.935078757835482	0.5591529030263195
example_gene_578	0.978342587470852	0.7632846578391727
example_gene_579	0.909745298595095	0.4759421895433718
example_gene_580	0.940662742862623	0.5800959042171128
example_gene_581	0.956517726908121	0.6464747598185097
example_gene_582	0.993893043796518	0.8887949301015412
